Company_Name,Website,Location,Minimum Project Size,Average Hourly Rate,Number of Employees,Percent AI Service Focus,Ciudad,Estado,Pais,Disponibilidad_MinProject,Disponibilidad_HourlyRate,Employees_Num,Tamaño_Empleados,Clasificación por número de empleados,Tipo de proveedor / segmento de análisis,Segmentación servicios AI,Descripción Segmentación,Clasificación por regiones,Transparencia_Comercial,continent,country,iso_code,conteo_pais
KlusterIntelligence,https://kluster.com/,"London, United Kingdom",Undisclosed,Undisclosed,2 - 9,70%,London,,United Kingdom,No informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,0,Europe,United Kingdom,GBR,304
Seldon,https://www.seldon.io/,"London, United Kingdom",Undisclosed,Undisclosed,10 - 49,100%,London,,United Kingdom,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,0,Europe,United Kingdom,GBR,304
encompass,https://www.encompasscorporation.com/,"Glasgow, United Kingdom",Undisclosed,Undisclosed,50 - 249,50%,Glasgow,,United Kingdom,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Europa,0,Europe,United Kingdom,GBR,304
FiveAI,https://five.ai/,"London, United Kingdom",Undisclosed,Undisclosed,50 - 249,100%,London,,United Kingdom,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,0,Europe,United Kingdom,GBR,304
Popsa,https://popsa.com/,"London, United Kingdom",Undisclosed,Undisclosed,10 - 49,60%,London,,United Kingdom,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Europa,0,Europe,United Kingdom,GBR,304
Seebyte,http://www.seebyte.com/,"Edinburgh, United Kingdom",Undisclosed,Undisclosed,50 - 249,50%,Edinburgh,,United Kingdom,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Europa,0,Europe,United Kingdom,GBR,304
SeceonInc.,http://seceon.com,"Bishop’s Stortford, United Kingdom",Undisclosed,Undisclosed,50 - 249,50%,Bishop’s Stortford,,United Kingdom,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Europa,0,Europe,United Kingdom,GBR,304
Synchrogenix,https://www.synchrogenix.com/technology-innovation/ai,"Wilmington, Delaware, Estados Unidos",Undisclosed,Undisclosed,50 - 249,100%,Wilmington,Delaware,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
OnProcessTechnology,http://onprocess.com,"Ashland, MA",Undisclosed,Undisclosed,250 - 999,50%,Ashland,MA,USA,No informado,No informado,999,250 - 999,Empresa grande/fuera SME,Mid-market,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",América del Norte,0,North America,USA,USA,917
ValkyrieIntelligence,https://www.valkyrie.ai/,"Austin, TX","$100,000+",Undisclosed,10 - 49,100%,Austin,TX,USA,Informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,1,North America,USA,USA,917
Jvion,https://jvion.com/,"Duluth, GA",Undisclosed,Undisclosed,50 - 249,100%,Duluth,GA,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
Oovvuu,http://oovvuu.com/,"Sydney, Australia",Undisclosed,Undisclosed,10 - 49,100%,Sydney,,Australia,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Oceanía,0,Oceania,Australia,AUS,96
Metigy,https://metigy.com/,"Sydney, Australia",Undisclosed,Undisclosed,2 - 9,100%,Sydney,,Australia,No informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Oceanía,0,Oceania,Australia,AUS,96
AOS,http://aosgrp.com/,"Melbourne, Australia",Undisclosed,Undisclosed,2 - 9,100%,Melbourne,,Australia,No informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Oceanía,0,Oceania,Australia,AUS,96
Catalyte,https://catalyte.io,"Baltimore, MD",Undisclosed,Undisclosed,250 - 999,100%,Baltimore,MD,USA,No informado,No informado,999,250 - 999,Empresa grande/fuera SME,Mid-market,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
SkylineAI,https://www.skyline.ai/,"New York, NY",Undisclosed,Undisclosed,10 - 49,100%,New York,NY,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
Spatial.AI,https://spatial.ai/,"Cincinnati, OH",Undisclosed,Undisclosed,2 - 9,100%,Cincinnati,OH,USA,No informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
Welcome.AI,https://www.welcome.ai/avikaido,"New York, NY",Undisclosed,Undisclosed,2 - 9,100%,New York,NY,USA,No informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
PassageAI,https://passage.ai,"Mountain View, CA",Undisclosed,Undisclosed,10 - 49,100%,Mountain View,CA,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
Arena,https://www.arena.io,"Baltimore, MD",Undisclosed,Undisclosed,10 - 49,100%,Baltimore,MD,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
Clare.AI,https://www.clare.ai/,"Hong Kong, China",Undisclosed,Undisclosed,10 - 49,100%,Hong Kong,,China,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Asia,0,Asia,China,China,87
Tethr,https://tethr.com,"Austin, TX",Undisclosed,Undisclosed,50 - 249,100%,Austin,TX,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
Equals3,http://www.equals3.ai,"St. Louis Park, MN",Undisclosed,Undisclosed,10 - 49,100%,St. Louis Park,MN,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
KenSci,https://www.kensci.com,"Seattle, WA",Undisclosed,Undisclosed,50 - 249,100%,Seattle,WA,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
Saykara,https://www.saykara.com/,"Seattle, WA",Undisclosed,Undisclosed,10 - 49,80%,Seattle,WA,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
MINDAI,https://www.mind.ai/,"Ipswich, Inglaterra, Reino Unido",Undisclosed,Undisclosed,10 - 49,100%,Ipswich,Inglaterra,United Kingdom,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,0,Europe,United Kingdom,GBR,304
CityBldr,https://www.citybldr.com/,"Seattle, WA",Undisclosed,Undisclosed,10 - 49,100%,Seattle,WA,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
ObjectFrontierSoftware(OFS),http://www.objectfrontier.com/,"Alpharetta, GA",Undisclosed,Undisclosed,250 - 999,50%,Alpharetta,GA,USA,No informado,No informado,999,250 - 999,Empresa grande/fuera SME,Mid-market,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",América del Norte,0,North America,USA,USA,917
RadiantSystemsInc,http://www.radiants.com,"South Plainfield, NJ",Undisclosed,Undisclosed,50 - 249,50%,South Plainfield,NJ,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",América del Norte,0,North America,USA,USA,917
OodlesAI-ArtificialIntelligenceServices,https://artificialintelligence.oodles.io/,"Gurugram, India","$5,000+",< $25 / hr,250 - 999,100%,Gurugram,,India,Informado,Informado,999,250 - 999,Empresa grande/fuera SME,Mid-market,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Asia,2,Asia,India,IND,441
Aigo.ai,https://www.aigo.ai/,"Redondo Beach, CA",Undisclosed,Undisclosed,10 - 49,100%,Redondo Beach,CA,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
Opsani,https://www.opsani.com/,"Redwood City, CA",Undisclosed,Undisclosed,10 - 49,100%,Redwood City,CA,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
xBrain,https://satisfaction.ai/,"Menlo Park, CA",Undisclosed,Undisclosed,10 - 49,100%,Menlo Park,CA,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
InfosearchBPO,https://www.infosearchbpo.com/,"Chennai, India",Undisclosed,Undisclosed,250 - 999,40%,Chennai,,India,No informado,No informado,999,250 - 999,Empresa grande/fuera SME,Mid-market,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,0,Asia,India,IND,441
"BeijingKingsoftCloudNetworkTechnologyCo.,Ltd.",https://www.ksyun.com/,"Beijing, China",Undisclosed,Undisclosed,"1,000 - 9,999",30%,Beijing,,China,No informado,No informado,9999,1000 - 9999,Empresa grande /fuera SM,Enterprise,AI Service complementary, Empresa diversificada que ofrece IA como una línea de servicio complementaria,Asia,0,Asia,China,China,87
VUXWorld,https://vux.world,"Harrogate, United Kingdom","$10,000+",$200 - $300 / hr,2 - 9,100%,Harrogate,,United Kingdom,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,2,Europe,United Kingdom,GBR,304
SmartClick,https://smartclick.ai/,"Yerevan, Armenia",Undisclosed,Undisclosed,50 - 249,100%,Yerevan,,Armenia,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Asia,0,Asia,Armenia,ARM,11
IntelliSite,https://www.intellisite.io/,"Fort Mill, SC",Undisclosed,Undisclosed,50 - 249,50%,Fort Mill,SC,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",América del Norte,0,North America,USA,USA,917
DigitalSense,http://www.digitalsense.ai,"Montevideo, Uruguay","$25,000+",$50 - $99 / hr,10 - 49,80%,Montevideo,,Uruguay,Informado,Informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Sur,2,South America,Uruguay,URY,22
OSI,https://www.objectsystems.com,"Layton, UT","$25,000+",$25 - $49 / hr,50 - 249,50%,Layton,UT,USA,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",América del Norte,2,North America,USA,USA,917
Kortical,http://kortical.com,"London, United Kingdom","$1,000+",$100 - $149 / hr,2 - 9,100%,London,,United Kingdom,Informado,Informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,2,Europe,United Kingdom,GBR,304
Botcopy,https://www.botcopy.com/,"Santa Monica, CA",Undisclosed,Undisclosed,2 - 9,100%,Santa Monica,CA,USA,No informado,No informado,9,2 - 9,Micro Empresa,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
CINCO,http://www.wearecinco.com/,"Toronto, Canada",Undisclosed,Undisclosed,50 - 249,50%,Toronto,,Canada,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",América del Norte,0,North America,Canada,CAN,126
simMachines,https://simmachines.com/,"Chicago, IL",Undisclosed,Undisclosed,10 - 49,100%,Chicago,IL,USA,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
2021.AI,https://2021.ai/,"London, United Kingdom","$25,000+",$150 - $199 / hr,50 - 249,60%,London,,United Kingdom,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus,"Empresa con especialización destacada en IA, representa más de la mitad de su actividad",Europa,2,Europe,United Kingdom,GBR,304
Automat.ai,https://www.automat.ai/,"Montréal, Canada",Undisclosed,Undisclosed,10 - 49,100%,Montréal,,Canada,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,Canada,CAN,126
CyberPublicity,https://www.cyberpublicity.com/,"Montréal, Canada",Undisclosed,Undisclosed,10 - 49,100%,Montréal,,Canada,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,Canada,CAN,126
SPORTLOGiQ,http://sportlogiq.com/en/,"Montréal, Canada",Undisclosed,Undisclosed,50 - 249,100%,Montréal,,Canada,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,Canada,CAN,126
MalongTechnologies,https://www.malongtech.com/,"Bentonville, AR","$5,000+",$300+ / hr,50 - 249,80%,Bentonville,AR,USA,Informado,Informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,2,North America,USA,USA,917
Algolux,https://algolux.com/,"Montréal, Canada",Undisclosed,Undisclosed,10 - 49,100%,Montréal,,Canada,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,Canada,CAN,126
"Mythic,Inc.",https://www.mythic-ai.com/,"Austin, TX",Undisclosed,Undisclosed,50 - 249,100%,Austin,TX,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
CognitiveScale,https://www.cognitivescale.com/,"Austin, TX",Undisclosed,Undisclosed,50 - 249,100%,Austin,TX,USA,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,USA,USA,917
AimBrain,https://www.lexicom.io/,"London, United Kingdom",Undisclosed,Undisclosed,10 - 49,70%,London,,United Kingdom,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,0,Europe,United Kingdom,GBR,304
AireLabs,https://aire.io/,"London, United Kingdom",Undisclosed,Undisclosed,10 - 49,80%,London,,United Kingdom,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,0,Europe,United Kingdom,GBR,304
NuEchoInc.,https://www.nuecho.com/en/,"Montreal, Canada",Undisclosed,Undisclosed,50 - 249,100%,Montreal,,Canada,No informado,No informado,249,50 - 249,Empresa mediana/ SME,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,América del Norte,0,North America,Canada,CAN,126
Celaton,http://www.celaton.com/,"Buckinghamshire, United Kingdom",Undisclosed,Undisclosed,10 - 49,100%,Buckinghamshire,,United Kingdom,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,0,Europe,United Kingdom,GBR,304
RainbirdTechnologies,https://rainbird.ai/,"London, United Kingdom",Undisclosed,Undisclosed,10 - 49,100%,London,,United Kingdom,No informado,No informado,49,10 - 49,Empresa pequeña ,SMB,AI Focus principal,Empresa que su negocio principal gira en torno a servicios AI,Europa,0,Europe,United Kingdom,GBR,304
